FacName,FacStreet,FacCity,FacState,RegistryID,FacSNCFlg,FacQtrsWithNC,FacInspectionCount,FacFormalActionCount,FacMapFlg,SupOver80CountUsDisp,"DFR URL"
"JERRY DEBRIAE LOGGING CO INC","45 ELOCHOMAN VALLEY RD",CATHLAMET,WA,110015930616,Y,12,2,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110015930616
"JERRY F COSTELLO LOCK AND DAM PRIVATE SEWAGE DISPOSAL SYSTEM","4800 LOCK AND DAM ROAD",MODOC,IL,110070926042,Y,7,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110070926042
"JERRY HUMPHRIES","176 WHISPERING OAK LANE","EL DORADO",AR,110067633831,Y,11,0,0,Y,2,https://echo.epa.gov/detailed-facility-report?fid=110067633831
"JERRY NANCE","14 EAST CYPRESS BAYOU",SARATOGA,AR,110070146575,Y,11,0,0,Y,3,https://echo.epa.gov/detailed-facility-report?fid=110070146575
"JERRY R. WESTERMAN","16076 HWY 70",BENTON,AR,110062847139,Y,11,0,0,Y,2,https://echo.epa.gov/detailed-facility-report?fid=110062847139
"JERSEY PRECAST","853 NOTTINGHAM WAY",TRENTON,NJ,110056056299,Y,10,4,1,Y,9,https://echo.epa.gov/detailed-facility-report?fid=110056056299
"JESS LOCKEY","7800 MAGNOLIA HWY","EL DORADO",AR,110042408132,Y,11,0,0,Y,5,https://echo.epa.gov/detailed-facility-report?fid=110042408132
"JESSE VIERTEL MEMORIAL AIRPORT","20044 PEARRE ROAD",BOONVILLE,MO,110038334399,Y,9,0,0,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110038334399
"JESSES PLATING","12229 MONTAGUE ST",PACOIMA,CA,110042267221,Y,12,5,0,Y,8,https://echo.epa.gov/detailed-facility-report?fid=110042267221
"JET ASPHALT & ROCK COMPANY, INC.","373 OUACHITA COUNTY ROAD #233","EAGLE MILLS",AR,110064201938,Y,3,3,1,Y,5,https://echo.epa.gov/detailed-facility-report?fid=110064201938
"JETSTREAM AVIATION, LLC.","2836 JETPORT RD",KINSTON,NC,110071193229,Y,9,1,3,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110071193229
"JEWEL PRECISION","200 COMMERCE ROAD","CEDAR GROVE",NJ,110004205921,Y,1,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110004205921
"JF ROHRBAUGH CO INC","1030 WILSON AVE",HANOVER,PA,110006695013,Y,2,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110006695013
"JFH APARTMENTS","138 JOHNSON ROAD",KIRKWOOD,NY,110062638999,Y,12,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110062638999
"JFI REDI MIX MORRISVILLE FACILITY","18 W STEEL RD",MORRISVILLE,PA,110024565282,Y,4,2,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110024565282
"JFK MEDICAL CENTER","65 JAMES ST",EDISON,NJ,110004161497,Y,11,3,3,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110004161497
"JILL'S STORAGE","1625 JILLS CT",BELLINGHAM,WA,110071177284,Y,6,0,0,Y,5,https://echo.epa.gov/detailed-facility-report?fid=110071177284
"JIM BRIDGER",,"POINT OF ROCKS",WY,110007899970,Y,12,4,2,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110007899970
"JIM HOGG COUNTY WCID 2",,,TX,110013239263,Y,4,0,0,Y,,https://echo.epa.gov/detailed-facility-report?fid=110013239263
"JIM NAGLES REBUILT TRUCK PARTS & SALES INC","1 MILE WEST OLD RTE 22",DUNCANSVILLE,PA,110010985489,Y,2,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110010985489
"JIM NELSON PRIVATE SEWAGE DISPOSAL SYSTEM","24800 1ST AVENUE NORTH",HILLSDALE,IL,110070874252,Y,7,0,0,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110070874252
"JIM REVETTE USED AUTO SERVICE","4370 LOTT ROAD","EIGHT MILE",AL,110006788592,Y,10,1,0,Y,5,https://echo.epa.gov/detailed-facility-report?fid=110006788592
"JIM SACCO AUTO WRECKER","2469 COOKSMILL RD",HYNDMAN,PA,110001090925,Y,12,8,2,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110001090925
"JIM WILSON","85 B CARRICO DR",GAMALIEL,AR,110069996609,Y,11,0,0,Y,2,https://echo.epa.gov/detailed-facility-report?fid=110069996609
"JIM'S AUTO RECYCLING W PASSYUNK FAC","6299 W PASSYUNK AVE",PHILADELPHIA,PA,110021028582,Y,12,2,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110021028582
"JIM'S FEED, SEED & HARDWARE","66240 HWY 41","PEARL RIVER",LA,110012672474,Y,3,0,0,Y,2,https://echo.epa.gov/detailed-facility-report?fid=110012672474
"JIM'S USED TOYOTA TRUCK PARTS","2756 E 69 WAY","ADAMS COUNTY",CO,110056989371,Y,12,0,1,Y,12,https://echo.epa.gov/detailed-facility-report?fid=110056989371
"JIMBOS TAVERN",,,IL,110051491033,Y,11,0,0,Y,,https://echo.epa.gov/detailed-facility-report?fid=110051491033
"JIMMER HOLDINGS LLC","6083 W LIBERTY ST",HUBBARD,OH,110070926150,Y,6,0,0,Y,2,https://echo.epa.gov/detailed-facility-report?fid=110070926150
"JIMTOWN BASEBALL AND SOFTBALL COMPLEX",,,IN,110051863042,Y,7,0,0,Y,,https://echo.epa.gov/detailed-facility-report?fid=110051863042
"JIYALODHA, LLC- FAMILY DOLLAR: POCHE BRIDGE","1802 ANSE BROUSSARD HWY","BREAUX BRIDGE",LA,110070160776,Y,1,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110070160776
"JJ FOOD STORE","39499 HWY 190 E",SLIDELL,LA,110043760953,Y,3,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110043760953
"JJ KENNEDY CLARKS MILLS","3982 HADLEY RD","CLARKS MILLS",PA,110070080134,Y,7,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110070080134
"JJ KENNEDY INC MARION TWP READY MIX PLT","1790 SR 588",FOMBELL,PA,110070672703,Y,2,2,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110070672703
"JJ KENNEDY KITTANNING","10373 STATE ROUTE 85",KITTANNING,PA,110071093274,Y,2,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110071093274
"JJ KENNEDY PENN RUN","8690 HIGHWAY 422 EAST","PENN RUN",PA,110070672538,Y,2,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110070672538
"JJ KENNEDY PUNXSUTAWNEY","381 MARTHA ST",PUNXSUTAWNEY,PA,110070080135,Y,2,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110070080135
"JJ KENNEDY RIDGWAY","3740 RIDGWAY JOHNSONBURG RD",RIDGWAY,PA,110069999681,Y,2,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110069999681
"JJ KENNEDY ROBINSON TWP","8549 OLD STEUBENVILLE PIKE",IMPERIAL,PA,110070924081,Y,2,1,0,Y,3,https://echo.epa.gov/detailed-facility-report?fid=110070924081
"JJ KENNEDY SHIPPENVILLE","19929 PAINT BLVD",SHIPPENVILLE,PA,110070080133,Y,2,3,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110070080133
"JJAR LLC- NAVARRO'S","27718 MAIN ST",LACOMBE,LA,110020042577,Y,11,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110020042577
"JJS AUTO ENTERPRISES","5144 CHURCH ST","MOUNT PLEASANT",PA,110012714731,Y,12,5,1,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110012714731
"JK PROPERTIES OF DEVILLE LLC - A BEAR'S COUNTRY LIVING","6448 HWY 28 E",PINEVILLE,LA,110011180417,Y,8,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110011180417
"JKLM CORP TDBA PROSPECT METAL CO GETTYSBURG DIV","3640 YORK ROAD","NEW OXFORD",PA,110060138097,Y,2,1,0,Y,2,https://echo.epa.gov/detailed-facility-report?fid=110060138097
"JKLM QUAKERTOWN FACILITY","1575 ROUTE 309",QUAKERTOWN,PA,110029879567,Y,2,4,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110029879567
"JKMD, LLC- FIRST CLASS ACADEMY","28660 MONTANA ST.",LACOMBE,LA,110070237971,Y,10,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110070237971
"JL HARDIN INC. DBA HARCO CONSTRUCTION - ALE PIT","3375 LOW GROUND ROAD",GUYTON,GA,110070837680,Y,4,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110070837680
"JL STOREDAHL AND SONS WOODLAND PIT","OLD PACIFIC HWY",WOODLAND,WA,110040111982,Y,11,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110040111982
"JLG IND INC/GREENCASTLE HYKES RD ROLLBACK PLT","1080 HYKES ROAD",GREENCASTLE,PA,110014021539,Y,2,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110014021539
"JLG IND/BEDFORD","441 WEBER LANE",BEDFORD,PA,110000330035,Y,2,3,0,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110000330035
"JLG INDUSTRIES","1 JLG DRIVE",MCCONNELLSBURG,PA,110055113461,Y,6,6,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110055113461
"JLG INDUSTRIES INC - 221 AND 253 SUCCESS DRIVE FACILITIES","221 & 253 & 188 SUCCESS DR",MCCONNELLSBURG,PA,110030921518,Y,2,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110030921518
"JLG INDUSTRIES INC- MOLLY PITCHER FACILITY","15276 MOLLY PITCHER HIGHWAY",GREENCASTLE,PA,110004880157,Y,2,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110004880157
"JLG SUNNYSIDE FAC","450 SUNNYSIDE RD",BEDFORD,PA,110030921509,Y,2,1,0,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110030921509
"JMAC BISMARCK READY MIX","4050 CARTRIDGE LOOP",BISMARCK,ND,110057087637,Y,11,2,1,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110057087637
"JMAC RESOURCES INC CHRISTENSEN QUARRY","AMON RD",KENNEWICK,WA,110015560418,Y,11,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110015560418
"JMAC RESOURCES SHERMAN PIT","433173 HIGHWAY 20",NEWPORT,WA,110071179873,Y,4,0,0,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110071179873
"JMAC RESOURCES, WASTEWATER TREATMENT FACILITY","142ND AVE. NW",WILLISTON,ND,110056171280,Y,11,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110056171280
"JMC RENTALS LLC","8315 HIGHWAY 308",LOCKPORT,LA,110009930646,Y,11,0,0,Y,5,https://echo.epa.gov/detailed-facility-report?fid=110009930646
"JMR RESOURCES LLC [861-0560]","MIDDLE FORK RICHLAND CREEK",GRAY,KY,110071239860,Y,6,1,0,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110071239860
"JOB 131","608 FOSTERS MILLS RD",COWANSVILLE,PA,110070050497,Y,9,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110070050497
"JOBE VAN HORN PLANT - QUARRY/CONCRETE BATCH PLANT/ASPHALT PLANT","TAKE EXIT 138 TO VAN HORN, TEXAS THEN AT 0.5 MILES","VAN HORN",TX,110071075211,Y,6,0,0,Y,3,https://echo.epa.gov/detailed-facility-report?fid=110071075211
"JOE A. CHRISTIAN III, LLC","247 CANAL ST.",LULING,LA,110012690793,Y,7,0,0,Y,5,https://echo.epa.gov/detailed-facility-report?fid=110012690793
"JOE KRENTZMAN & SON","311 WALL ST",HOLLIDAYSBURG,PA,110046307377,Y,3,2,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110046307377
"JOE KRENTZMAN & SON SCRAP YARD","3175 BACK MAITLAND RD",LEWISTOWN,PA,110031012142,Y,8,2,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110031012142
"JOE KRENTZMAN & SON, INC.","655 DUBOIS ST",DUBOIS,PA,110054120090,Y,2,1,0,Y,2,https://echo.epa.gov/detailed-facility-report?fid=110054120090
"JOE MATTERO RECYCLING LANSDALE FAC","316 W 7TH ST",LANSDALE,PA,110010985835,Y,5,5,1,Y,10,https://echo.epa.gov/detailed-facility-report?fid=110010985835
"JOE MERRILL PRIVATE SEWAGE DISPOSAL SYSTEM","6 NA AU SAY COURT",OSWEGO,IL,110070925450,Y,7,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110070925450
"JOE SQUID SAW SHOP","1410 PLANK RD","NEW MILFORD",PA,110070504956,Y,2,1,1,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110070504956
"JOEL MARTIN PRIVATE SEWAGE DISPOSAL SYSTEM","2511 EAST 2350TH ROAD",MARSEILLES,IL,110071143006,Y,4,0,0,Y,4,https://echo.epa.gov/detailed-facility-report?fid=110071143006
"JOEL OLSON TRUCKING INC","1615 NE 78TH ST",VANCOUVER,WA,110017742139,Y,12,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110017742139
"JOEL OLSON TRUCKING INC LONGVIEW","1040 COLUMBIA BLVD",LONGVIEW,WA,110055003525,Y,12,0,0,Y,9,https://echo.epa.gov/detailed-facility-report?fid=110055003525
"JOES CAR WASH","ROUTE 36",MAYSEL,WV,110012685914,Y,12,2,1,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110012685914
"JOES CREEK SURFACE MINE","100 TOMS FORK ROAD",ESKDALE,WV,110069996917,Y,10,2,0,Y,5,https://echo.epa.gov/detailed-facility-report?fid=110069996917
"JOHANNA FOODS INC","20 JOHANNA FARMS RD",FLEMINGTON,NJ,110000722656,Y,12,5,2,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110000722656
"JOHANSEN YARD EXPANSION","28109 112TH ST E",BUCKLEY,WA,110071348801,Y,3,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110071348801
"JOHN B NOVISKY III","5541 BEVERLY PIKE",GRAFTON,WV,110067601615,Y,11,0,0,Y,2,https://echo.epa.gov/detailed-facility-report?fid=110067601615
"JOHN BANE FARMS","9551 LEETOWN ROAD",KEARNEYSVILLE,WV,110070392740,Y,8,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110070392740
"JOHN BLATTI PRIVATE SEWAGE DISPOSAL SYSTEM","289 E JACKSON STREET",SENECA,IL,110070925182,Y,7,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110070925182
"JOHN CAMPBELL PRIMARY SCHOOL","408 N 1ST ST",SELAH,WA,110071180566,Y,6,2,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110071180566
"JOHN D. HYNES & ASSOC., INC.","32185 BEAVER RUN DRIVE",SALISBURY,MD,110011131444,Y,11,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110011131444
"JOHN DAVIS PARK","COMMUNITY CENTER",LACOMBE,LA,110038331686,Y,7,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110038331686
"JOHN DEERE THIBODAUX LLC - THIBODAUX FACILITY","244 HWY 3266",THIBODAUX,LA,110070686609,Y,2,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110070686609
"JOHN ERB - EAST BENCH FEEDLOT","WHITE LANE",DILLON,MT,110010124560,Y,12,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110010124560
"JOHN FENWICK REST STOP-TREATMENT PLANT",NJTPA-ENGINEERING,WOODBRIDGE,NJ,110049380914,Y,11,0,1,Y,,https://echo.epa.gov/detailed-facility-report?fid=110049380914
"JOHN H LILLEY CORRECTIONAL CNTR","105150 N 3670 RD",BOLEY,OK,110021019477,Y,7,3,2,Y,I,https://echo.epa.gov/detailed-facility-report?fid=110021019477
"JOHN JACKSON PRIVATE SEWAGE DISPOSAL SYSTEM","15918 N BLUEBIRD DRIVE",EFFINGHAM,IL,110070506277,Y,12,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110070506277
"JOHN JAMESON","358 DUMAS CITY RD.","EL DORADO",AR,110070220475,Y,11,0,0,Y,7,https://echo.epa.gov/detailed-facility-report?fid=110070220475
"JOHN MILLER","310 UNITY RD",NASHVILLE,AR,110070158480,Y,11,0,0,Y,2,https://echo.epa.gov/detailed-facility-report?fid=110070158480
"JOHN MINGO REPAIR YARD","420 FLORENCE AVE",BOGALUSA,LA,110070490589,Y,12,0,1,Y,8,https://echo.epa.gov/detailed-facility-report?fid=110070490589
"JOHN P SNUFFER RESIDENCE AND SISTER'S HOUSE","6768 HARPER ROAD",SURVEYOR,WV,110010881796,Y,11,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110010881796
"JOHN ROCK WOOD PALLET MANUFACTURER","500 INDEPENDENCE WAY",COATESVILLE,PA,110070258389,Y,2,2,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110070258389
"JOHN SEVIER COMBUSTION TURBINE COMBINED CYCLE PLANT TVA","611 OLD HIGHWAY 70",ROGERSVILLE,TN,110000607530,Y,12,6,0,Y,3,https://echo.epa.gov/detailed-facility-report?fid=110000607530
"JOHN W. BLANKENSHIP CONSTRUCTION","207-213 BATH ST.","SANTA BARBARA",CA,110062713540,Y,12,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110062713540
"JOHN WADE PRIVATE SEWAGE DISPOSAL SYSTEM","17 MEADOWVIEW ESTATES",MATTOON,IL,110060365000,Y,11,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110060365000
"JOHN WAGNER & SONS AUTO RECYCLING","735 PERRY HWY",HARMONY,PA,110017834281,Y,12,5,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110017834281
"JOHN WEIDMAN AND SONS INC - EPHRATA BULK PETRO STORAGE PLT","AKRON ROAD",EPHRATA,PA,110059994831,Y,2,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110059994831
"JOHN'S MARATHON",,,,110070769526,Y,10,0,0,N,,https://echo.epa.gov/detailed-facility-report?fid=110070769526
"JOHNNY'S CARWASH","11000 HWY 431",ALBERTVILLE,AL,110020524805,Y,11,1,0,Y,3,https://echo.epa.gov/detailed-facility-report?fid=110020524805
"JOHNNYCAKE HWM MINE","PO BOX 2242",HANOVER,WV,110070204002,Y,4,5,0,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110070204002
"JOHNNYS AUTO SALVAGE YARD","350 BRANDY RUN RD",NEWVILLE,PA,110009114886,Y,12,2,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110009114886
"JOHNS HOPKINS HOSPITAL","600 N WOLFE ST",BALTIMORE,MD,110056021585,Y,7,3,0,Y,8,https://echo.epa.gov/detailed-facility-report?fid=110056021585
"JOHNS MANVILLE","600 JAYCEE DRIVE VALMONT INDUSTRIAL PARK",HAZLETON,PA,110017418230,Y,5,3,0,Y,4,https://echo.epa.gov/detailed-facility-report?fid=110017418230
"JOHNS MANVILLE, INC.","814 RICHMOND AVE",RICHMOND,IN,110000573772,Y,10,4,0,Y,8,https://echo.epa.gov/detailed-facility-report?fid=110000573772
"JOHNS USED AUTO PARTS","85 HARTFORD AVE",BELLINGHAM,MA,110024330188,Y,12,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110024330188
"JOHNSON & JOHNSON CONSUMER FT WASHINGTON FAC","FT WASHINGTON PLANT","FORT WASHINGTON",PA,110010987174,Y,2,2,0,Y,2,https://echo.epa.gov/detailed-facility-report?fid=110010987174
"JOHNSON CONTROLS BATTERY GROUP INC","1800 PAPER MILL RD",FLORENCE,SC,110040101653,Y,12,3,1,Y,2,https://echo.epa.gov/detailed-facility-report?fid=110040101653
"JOHNSON CONTROLS INC/JCI WAY","100 JCI WAY",YORK,PA,110070380071,Y,3,3,2,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110070380071
"JOHNSON CONTROLS INC/WAYNESBORO","100 CUMBERLAND VALLEY AVENUE",WAYNESBORO,PA,110000333032,Y,5,5,1,Y,3,https://echo.epa.gov/detailed-facility-report?fid=110000333032
"JOHNSON COUNTY PIPE INC","800 COUNTY ROAD 209 ALVARADO TX",ALVARADO,TX,110031506706,Y,1,3,0,Y,4,https://echo.epa.gov/detailed-facility-report?fid=110031506706
"JOHNSON DODGE CHRYSLER JEEP",,HACKETTSTOWN,NJ,110051021639,Y,10,0,1,Y,,https://echo.epa.gov/detailed-facility-report?fid=110051021639
"JOHNSON FARM/PIONEER TRAIL CAMP","6049 PIONEER TRL",HIRAM,OH,110019895817,Y,6,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110019895817
"JOHNSON IND SHARPSVILLE MFG FAC","6774 ORANGEVILLE RD",SHARPSVILLE,PA,110006695004,Y,2,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110006695004
"JOHNSON MATTHEY INC","605 MOUNTAIN VIEW DR",SMITHFIELD,PA,110038217346,Y,4,4,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110038217346
"JOHNSON MATTHEY PROCESS TECHNOLOGIES","456 BOURNE AVE",SAVANNAH,GA,110070023456,Y,4,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110070023456
"JOHNSON MATTHEY/WAYNE PLT","456 DEVON PARK DR",WAYNE,PA,110002449315,Y,4,10,1,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110002449315
"JOHNSON MEMORIAL HOSPITAL","201 CHESTNUT HILL ROAD","STAFFORD SPRINGS",CT,110002476026,Y,12,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110002476026
"JOHNSON PAINTING & SANDBLASTING","2750 MORTON DR","EAST MOLINE",IL,110000888852,Y,12,0,1,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110000888852
"JOHNSON PLATING WORKS INC","2526 TELEGRAPH AVE",OAKLAND,CA,110001150058,Y,3,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110001150058
"JOHNSON RANCH WWTF","3775 HORSESHOE PATH",BULVERDE,TX,110067179047,Y,12,4,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110067179047
"JOHNSTON CHAPEL BAPTIST CHURCH","984 HALLS RIDGE RD.",PRINCETON,WV,110010882919,Y,10,1,0,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110010882919
"JOHNSTON CITY STP","14437 ROUTE 37","JOHNSTON CITY",IL,110040094064,Y,10,2,0,Y,3,https://echo.epa.gov/detailed-facility-report?fid=110040094064
"JOHNSTOWN AVIATION SUPPORT FAC","292 AVIATION DRIVE",JOHNSTOWN,PA,110017799300,Y,2,2,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110017799300
"JOHNSTOWN BIN","115 FALCON DR",JOHNSTOWN,PA,110020143566,Y,2,1,1,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110020143566
"JOHNSTOWN HMA PLT","JOHNSTOWN HMA PLANT",JOHNSTOWN,PA,110010984220,Y,2,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110010984220
"JOHNSTOWN RAIL YARD","920 MAPLE AVE",JOHNSTOWN,PA,110071068649,Y,2,2,0,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110071068649
"JOHNSTOWN SCRAP METAL INC","300 MAPLE AVE",JOHNSTOWN,PA,110045319044,Y,2,2,0,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110045319044
"JOINER, CITY OF-WWTP","S OF HWY 118, SW OF CITY",JOINER,AR,110009124562,Y,12,2,3,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110009124562
"JOINT EMERGENCY SERVICES TRAINING CTR","1400 W. IRENE ST.",ZACHARY,LA,110012807150,Y,8,1,0,Y,8,https://echo.epa.gov/detailed-facility-report?fid=110012807150
"JOINT VENTURE WWTF","LAT 34.143, LON -114.308",PARKER,AZ,110006785381,Y,9,1,0,Y,2,https://echo.epa.gov/detailed-facility-report?fid=110006785381
"JOLIET WWTP",".176KM S OF FRONT AVE E OFF COLE CREEK RD",JOLIET,MT,110006723144,Y,10,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110006723144
"JOLIET, CITY OF","150 W WASHINGTON",JOLIET,IL,110005950514,Y,12,0,0,Y,11,https://echo.epa.gov/detailed-facility-report?fid=110005950514
"JOLLY GARDNER PRODUCTS INC","6681 N CR 663","BOWLING GREEN",FL,110032756961,Y,7,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110032756961
"JON/RUSSELL SHORT PLAT","3826 S 333RD PL","FEDERAL WAY",WA,110071179036,Y,6,0,0,Y,10,https://echo.epa.gov/detailed-facility-report?fid=110071179036
"JONATHA ARNOLD INC","3415 HAMPTON RD",OCEANSIDE,NY,110004504395,Y,12,1,2,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110004504395
"JONATHAN ALDER JUNIOR HIGH","6440 KILBURY-HUBER RD","PLAIN CITY",OH,110009649238,Y,7,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110009649238
"JONES ACADEMY-CHLORINATION STATION","P.O. BOX 1210",DURANT,OK,110063368172,Y,8,0,0,Y,I,https://echo.epa.gov/detailed-facility-report?fid=110063368172
"JONES APARTMENTS","2872 US HWY 167",OPELOUSAS,LA,110066893446,Y,2,0,0,Y,2,https://echo.epa.gov/detailed-facility-report?fid=110066893446
"JONES AUTO AND TRUCK PLAZA LLC","2031 WEST ELM",LEBANON,MO,110064576659,Y,11,2,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110064576659
"JONES AUTO SALVAGE","111 E NICODEMUS RD",WESTMINISTER,MD,110070252306,Y,11,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110070252306
"JONES BOATYARD & MARINA","2560 OLD HOUSE POINT ROAD","FISHING CREEK",MD,110044263356,Y,11,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110044263356
"JONES OIL CO INC","67 LONESOME CEDAR DR",PIKEVILLE,KY,110020067746,Y,2,1,0,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110020067746
"JONES OIL CO INC","10393 US 25E",PINEVILLE,KY,110009010408,Y,5,5,0,Y,2,https://echo.epa.gov/detailed-facility-report?fid=110009010408
"JONES PWA","9501 N HENRY RD",JONES,OK,110009002088,Y,5,7,2,Y,3,https://echo.epa.gov/detailed-facility-report?fid=110009002088
"JONESBURG GARDENS WWTF","#15 ROUTE E",JONESBURG,MO,110009876232,Y,9,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110009876232
"JONESTOWN WATER SYSTEM","4385 KLEIN STREET",PRESTON,MD,110067190881,Y,11,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110067190881
"JONESVILLE REST HOME INC","230 SCHOOL RD HWY 36",JONESVILLE,KY,110006750319,Y,8,6,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110006750319
"JOON, LLC DBA AJIN USA","1500 COUNTY RD. 177",CUSSETA,AL,110055257699,Y,11,0,0,Y,3,https://echo.epa.gov/detailed-facility-report?fid=110055257699
"JORDAN AUTO PARTS","R D # 1 BOX 289A",DILLINER,PA,110012803840,Y,9,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110012803840
"JORDAN FOREST PRODUCTS, LLC","752 GROVE ST.",BARNESVILLE,GA,110001422728,Y,11,3,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110001422728
"JORDAN HENDERSON","5608 JOEY LANE",TEXARKANA,AR,110070158486,Y,11,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110070158486
